"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_topic","reason","prerequisite_dependency"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.3","5.3 More while loop examples","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.4","5.4 Counting","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.5","5.5 For loops","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.6","5.6 Counting using the range() function","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.7","5.7 While vs. for loops","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.8","5.8 Nested loops","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.9","5.9 Developing programs incrementally","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.10","5.10 Break and continue","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.11","5.11 Loop else","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.12","5.12 Getting both index and value when looping: enumerate()","KEEP","Weeks 5-6: loops","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.13","5.13 Additional practice: Dice statistics","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.14","5.14 LAB: Convert to reverse binary","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.15","5.15 LAB: Password modifier","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.16","5.16 LAB: Output range with increment of 5","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.17","5.17 LAB: Print string in reverse","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.18","5.18 LAB: Brute force equation solver","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","5","5. Loops","5.19","5.19 LAB: Adjust values in a list by normalizing","OPTIONAL","Weeks 5-6: loops","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.1","6.1 User-defined function basics","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.2","6.2 Print functions","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.3","6.3 Dynamic typing","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.4","6.4 Reasons for defining functions","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.5","6.5 Writing mathematical functions","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.6","6.6 Function stubs","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.7","6.7 Functions with branches/loops","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.8","6.8 Functions are objects","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.9","6.9 Functions: Common errors","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.10","6.10 Scope of variables and functions","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.11","6.11 Namespaces and scope resolution","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.12","6.12 Function arguments","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.13","6.13 Keyword arguments and default parameter values","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.14","6.14 Arbitrary argument lists","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.15","6.15 Multiple function outputs","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.16","6.16 Help! Using docstrings to document functions","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.17","6.17 Engineering examples","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.18","6.18 zyLab training: Unit tests to evaluate your program","KEEP","Week 7: functions","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.19","6.19 LAB: Driving costs - functions","OPTIONAL","Week 7: functions","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.20","6.20 LAB: Step counter","OPTIONAL","Week 7: functions","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.21","6.21 LAB: Convert to binary - functions","OPTIONAL","Week 7: functions","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.22","6.22 LAB: Swapping variables","OPTIONAL","Week 7: functions","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","6","6. Functions","6.23","6.23 LAB: Fibonacci sequence","OPTIONAL","Week 7: functions","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.1","7.1 String slicing","KEEP","Week 8: strings","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.2","7.2 Advanced string formatting","KEEP","Week 8: strings","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.3","7.3 String methods","KEEP","Week 8: strings","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.4","7.4 Splitting and joining strings","KEEP","Week 8: strings","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.5","7.5 LAB: Checker for integer string","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.6","7.6 LAB: Name format","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.7","7.7 LAB: Count characters","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.8","7.8 LAB: Mad Lib - loops","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.9","7.9 LAB: Palindrome","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","7","7. Strings","7.10","7.10 LAB: Remove all non-alpha characters","OPTIONAL","Week 8: strings","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.1","8.1 Lists","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.2","8.2 List methods","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.3","8.3 Iterating over a list","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.4","8.4 List games","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.5","8.5 List nesting","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.6","8.6 List slicing","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.7","8.7 Loops modifying lists","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.8","8.8 List comprehensions","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.9","8.9 Sorting lists","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.10","8.10 Command-line arguments","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.11","8.11 Additional practice: Engineering examples","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.12","8.12 Dictionaries","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
